,full_name,line,movie,year,words,neg,neu,pos,compound
13274,THOR,All words are made up.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13275,ROCKET,"Hold up, Nidavellir is real?  Seriously? I mean, that place is a legend.  They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please.",Avengers: Infinity War,2018,36,0.23,0.58,0.19,-0.408
13276,THOR,"The rabbit is correct, and clearly the smartest among you.",Avengers: Infinity War,2018,10,0.0,0.544,0.456,0.7717
13277,ROCKET,Rabbit?,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13278,THOR,"Only Eitri the dwarf king can make me the weapon I need.  I assume you're the captain, sir?",Avengers: Infinity War,2018,19,0.128,0.872,0.0,-0.296
13279,ROCKET,You're very perceptive.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13280,THOR,You seem like a noble leader. Will you join me on my quest to Nidavellir?,Avengers: Infinity War,2018,15,0.0,0.588,0.412,0.7717
13281,ROCKET,"Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go.",Avengers: Infinity War,2018,14,0.0,0.828,0.172,0.3595
13282,THOR,Wonderful.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.5719
13283,PETER QUILL,Except for that I'm the captain.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13284,THOR,Quiet!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13285,PETER QUILL,That's my backpack.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13286,ROCKET,Go sit down.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13287,PETER QUILL,"Look, this is my ship. And I'm not goin' to…  Wait, what kind of weapon are we talking about here?",Avengers: Infinity War,2018,21,0.116,0.884,0.0,-0.3597
13288,THOR,The Thanos killing kind.,Avengers: Infinity War,2018,4,0.449,0.204,0.347,-0.25
13289,PETER QUILL,Don't you think that we should all have a weapon like that?,Avengers: Infinity War,2018,12,0.161,0.657,0.182,0.0772
13290,THOR,No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.,Avengers: Infinity War,2018,20,0.368,0.521,0.111,-0.7506
13291,ROCKET,Is it weird that I wanna do it even more now?,Avengers: Infinity War,2018,11,0.159,0.841,0.0,-0.1779
13292,THOR,A little bit. Yeah.,Avengers: Infinity War,2018,4,0.0,0.51,0.49,0.2315
13293,GAMORA,"If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop.",Avengers: Infinity War,2018,17,0.11,0.75,0.14,0.1531
13294,THOR,He already is.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13295,ROCKET,"I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool.",Avengers: Infinity War,2018,39,0.157,0.737,0.106,-0.296
13296,THOR,So cool.,Avengers: Infinity War,2018,2,0.0,0.278,0.722,0.3804
13297,PETER QUILL,For the record… I know that you're only going with him because it's where Thanos isn't.,Avengers: Infinity War,2018,16,0.0,1.0,0.0,0.0
13298,ROCKET,"You know, you shouldn't talk that way to your captain, Quill.  Come on, Groot. Put that game down, you'll rot your brain.",Avengers: Infinity War,2018,23,0.0,1.0,0.0,0.0
13299,THOR,"I bid you farewell and good luck, morons. Bye.",Avengers: Infinity War,2018,9,0.174,0.379,0.447,0.5574
13300,WANDA MAXIMOFF,Vis? Is it the stone again?,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13301,VISION,It's as if it's speaking to me.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13302,WANDA MAXIMOFF,What does it say?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13303,VISION,I don't... I don't know. But something... Tell me what you feel.,Avengers: Infinity War,2018,12,0.0,1.0,0.0,0.0
13304,WANDA MAXIMOFF,I just feel you. So there's a 10 AM to Glasgow to give us more time together before you went back.,Avengers: Infinity War,2018,21,0.0,1.0,0.0,0.0
13305,VISION,What if I miss that train?,Avengers: Infinity War,2018,6,0.286,0.714,0.0,-0.1531
13306,WANDA MAXIMOFF,There is an 11.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13307,VISION,"What if I missed all the trains? What if this time, I didn't go back?",Avengers: Infinity War,2018,15,0.176,0.824,0.0,-0.3736
13308,WANDA MAXIMOFF,You gave Stark your word.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13309,VISION,I'd rather give it to you.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13310,WANDA MAXIMOFF,"There are people who are expecting me too, you know. We both made promises.",Avengers: Infinity War,2018,14,0.0,0.833,0.167,0.3818
13311,VISION,"Not to each other.  Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know.  You know what, I'm just gonna speak for myself -- I, I... I think...",Avengers: Infinity War,2018,39,0.086,0.914,0.0,-0.4939
13312,WANDA MAXIMOFF,It works.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13313,VISION,It works. Then stay. Stay with me. Or not. If I'm overstepping…,Avengers: Infinity War,2018,12,0.0,1.0,0.0,0.0
13314,WANDA MAXIMOFF,What are they?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13315,VISION,What the stone was warning me about.  I have to go.,Avengers: Infinity War,2018,12,0.211,0.789,0.0,-0.34
13316,WANDA MAXIMOFF,"No, Vision. Vision, if that's true… then maybe going isn't the best idea.",Avengers: Infinity War,2018,13,0.3,0.485,0.215,-0.3753
13317,VISION,"Wanda, I…",Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13318,WANDA MAXIMOFF,Vision!,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.3164
13319,VISION,The blade. It stopped me from phasing.,Avengers: Infinity War,2018,7,0.241,0.759,0.0,-0.2263
13320,WANDA MAXIMOFF,Is that even possible?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13321,VISION,It isn't supposed to be.  My systems are failing.  I'm beginning to think... we should have stayed in bed.,Avengers: Infinity War,2018,21,0.155,0.845,0.0,-0.5106
13322,WANDA MAXIMOFF,Vis!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13323,CORVUS GLAIVE,"Give up the Stone, and she lives.",Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13324,WANDA MAXIMOFF,"Hands off. Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go.",Avengers: Infinity War,2018,24,0.0,1.0,0.0,0.0
13325,VISION,Please. Please leave.,Avengers: Infinity War,2018,3,0.207,0.0,0.793,0.5267
13326,WANDA MAXIMOFF,You asked me to stay.... I'm staying.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13327,VISION,Please.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.3182
13328,WANDA MAXIMOFF,Get up.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13329,PROXIMA MIDNIGHT,Get up.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13330,CORVUS GLAIVE,I can't.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13331,NATASHA ROMANOFF,We don't wanna kill you. But we will.,Avengers: Infinity War,2018,8,0.0,0.747,0.253,0.3333
13332,PROXIMA MIDNIGHT,You'll never get the chance again.,Avengers: Infinity War,2018,6,0.258,0.742,0.0,-0.1877
13333,SAM WILSON,Can you stand?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13334,VISION,"Thank you, Captain.",Avengers: Infinity War,2018,3,0.0,0.444,0.556,0.3612
13335,STEVE ROGERS,Let's get you on the jet.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13336,NATASHA ROMANOFF,"I thought we had a deal. Stay close, check in. Don't take any chances.",Avengers: Infinity War,2018,14,0.126,0.874,0.0,-0.1511
13337,WANDA MAXIMOFF,I'm sorry. We just wanted time.,Avengers: Infinity War,2018,6,0.206,0.794,0.0,-0.0772
13338,SAM WILSON,"Where to, Cap?",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13339,STEVE ROGERS,Home.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13340,GAMORA'S MOTHER,Shh. We'll be safe. We'll be safe.,Avengers: Infinity War,2018,7,0.0,0.463,0.537,0.7003
13341,EBONY MAW,Zehobereians…,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13342,YOUNG GAMORA,Mother! Where's my mother?!,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13343,EBONY MAW,"Zen-Whoberis... Choose a side, or die.",Avengers: Infinity War,2018,6,0.494,0.506,0.0,-0.5994
13344,YOUNG GAMORA,Mother!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13345,EBONY MAW,"One side is a revelation. The other, an honor known only to a few.",Avengers: Infinity War,2018,14,0.0,0.775,0.225,0.4939
13346,THANOS,"What's wrong, little one?",Avengers: Infinity War,2018,4,0.508,0.492,0.0,-0.4767
13347,YOUNG GAMORA,My mother. Where is my mother?,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13348,THANOS,What's your name?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13349,YOUNG GAMORA,Gamora.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13350,THANOS,"You're quite the fighter, Gamora. Come. Let me help you.  Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try.",Avengers: Infinity War,2018,34,0.086,0.715,0.199,0.5284
13351,EBONY MAW,"Now go in peace, and meet your Maker.",Avengers: Infinity War,2018,8,0.0,0.667,0.333,0.5423
13352,THANOS,Concentrate. There! You've got it.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13353,PETER QUILL,"Gamora. Do you know if these grenades are the ""blow off your junk"" kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--",Avengers: Infinity War,2018,37,0.037,0.84,0.123,0.4708
13354,GAMORA,I need to ask a favor.,Avengers: Infinity War,2018,6,0.0,0.526,0.474,0.4019
13355,PETER QUILL,"Yeah, sure.",Avengers: Infinity War,2018,2,0.0,0.0,1.0,0.5423
13356,GAMORA,"One way or another, the path that we're on leads to Thanos.",Avengers: Infinity War,2018,12,0.0,1.0,0.0,0.0
13357,PETER QUILL,Which is what the grenades are for.  I'm sorry. What's the favor?,Avengers: Infinity War,2018,13,0.093,0.714,0.193,0.34
13358,GAMORA,If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me.,Avengers: Infinity War,2018,17,0.221,0.61,0.169,-0.4767
13359,PETER QUILL,What?,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13360,GAMORA,I know something he doesn't. If he finds out… the entire Universe could be at risk.,Avengers: Infinity War,2018,16,0.13,0.87,0.0,-0.2732
13361,PETER QUILL,What do you know?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13362,GAMORA,"If I tell you, you'd know, too.",Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13363,PETER QUILL,"If it's so important, shouldn't I?",Avengers: Infinity War,2018,6,0.0,0.679,0.321,0.3327
13364,GAMORA,Only if you wanna die.,Avengers: Infinity War,2018,5,0.494,0.506,0.0,-0.5994
13365,PETER QUILL,Why does somebody always have to die in this scenario?,Avengers: Infinity War,2018,10,0.302,0.698,0.0,-0.5994
13366,GAMORA,"Just… trust me. And possibly, kill me.",Avengers: Infinity War,2018,7,0.362,0.385,0.254,-0.34
13367,PETER QUILL,"I mean, I'd like to. I really would…",Avengers: Infinity War,2018,8,0.0,0.667,0.333,0.3612
13368,GAMORA,Swear to me. Swear to me on your mother.,Avengers: Infinity War,2018,9,0.255,0.745,0.0,-0.1027
13369,PETER QUILL,Okay. Dude. How long have you been standing there?,Avengers: Infinity War,2018,9,0.0,0.808,0.192,0.2263
13370,DRAX,An hour.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13371,PETER QUILL,An hour? Are you serious?,Avengers: Infinity War,2018,5,0.293,0.707,0.0,-0.168
13372,DRAX,I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch.,Avengers: Infinity War,2018,17,0.0,0.867,0.133,0.3182
13373,PETER QUILL,You're eating a zarg-nut.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13374,DRAX,But my movement... was so slow... that it's imperceptible.,Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13375,PETER QUILL,"Mmm, no.",Avengers: Infinity War,2018,2,0.688,0.312,0.0,-0.296
13376,DRAX,I'm sure I'm invisible.,Avengers: Infinity War,2018,4,0.0,0.566,0.434,0.3182
13377,MANTIS,"Hi, Drax.",Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13378,DRAX,Damn it.,Avengers: Infinity War,2018,2,0.73,0.27,0.0,-0.4019
13379,PETER QUILL,This place looks deserted.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13380,DRAX,I'm reading movement from the third quadrant.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13381,PETER QUILL,"Yep. I'm picking that up, too. Let's put it down right here.",Avengers: Infinity War,2018,12,0.0,0.833,0.167,0.296
13382,COLLECTOR,I don't have it.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13383,THANOS,"Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection. I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering.",Avengers: Infinity War,2018,43,0.135,0.736,0.129,-0.0772
13384,COLLECTOR,I told you. I sold it. Why would I lie?,Avengers: Infinity War,2018,10,0.0,1.0,0.0,0.0
13385,THANOS,I imagine it's like breathing for you.,Avengers: Infinity War,2018,7,0.0,0.667,0.333,0.3612
13386,COLLECTOR,Like suicide.,Avengers: Infinity War,2018,2,0.643,0.0,0.357,-0.4588
13387,THANOS,So you do understand. Not even you would surrender something so precious.,Avengers: Infinity War,2018,12,0.0,0.699,0.301,0.6948
13388,COLLECTOR,I didn't know what it was.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13389,THANOS,"Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?",Avengers: Infinity War,2018,17,0.175,0.715,0.11,-0.2911
13390,DRAX,Today...,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13391,PETER QUILL,Drax. Drax.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13392,DRAX,...He pays for the deaths of my wife and daughter.,Avengers: Infinity War,2018,10,0.0,1.0,0.0,0.0
13393,PETER QUILL,"Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah.",Avengers: Infinity War,2018,36,0.06,0.879,0.06,0.0
13394,DRAX,No. No. For Ovette. For Camaria.,Avengers: Infinity War,2018,6,0.524,0.476,0.0,-0.5267
13395,MANTIS,Sleeeep.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13396,PETER QUILL,"Okay. Gamora, Mantis, you go right. I'm...  The other right!",Avengers: Infinity War,2018,11,0.0,0.804,0.196,0.2942
13397,THANOS,Why?  Why you? Daughter…,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13398,PETER QUILL,That was quick.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13399,COLLECTOR,Magnificent! Magnificent! Magnificent!,Avengers: Infinity War,2018,3,0.0,0.0,1.0,0.927
13400,THANOS,"Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure. Reality is often disappointing. That is, it was. Now… reality can be whatever I want.",Avengers: Infinity War,2018,37,0.15,0.698,0.152,-0.2382
13401,GAMORA,You knew I'd come.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13402,THANOS,"I counted on it. There's something we need to discuss, little one.",Avengers: Infinity War,2018,12,0.0,1.0,0.0,0.0
13403,DRAX,Thanos!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13404,PETER QUILL,"Let her go, Grimace!",Avengers: Infinity War,2018,4,0.433,0.567,0.0,-0.3164
13405,GAMORA,Peter…,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13406,PETER QUILL,I told you to go right.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13407,GAMORA,Now? Really?,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13408,PETER QUILL,You let her go!,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13409,THANOS,"Ah, the boyfriend.",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13410,PETER QUILL,I like to think of myself more as a Titan-killing long-term booty call. Let her go.,Avengers: Infinity War,2018,16,0.0,0.839,0.161,0.3612
13411,GAMORA,Peter…,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13412,PETER QUILL,Or I'm gonna blow that nut sack of a chin right off your face!,Avengers: Infinity War,2018,14,0.0,1.0,0.0,0.0
13413,GAMORA,Not him. You promised! You promised.,Avengers: Infinity War,2018,6,0.53,0.47,0.0,-0.5442
13414,THANOS,"Oh, daughter. You expect too much from him.  She's asked, hasn't she? Do it.  DO IT!!",Avengers: Infinity War,2018,18,0.0,1.0,0.0,0.0
13415,PETER QUILL,I told you to go right.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13416,GAMORA,"I love you, more than anything.",Avengers: Infinity War,2018,6,0.0,0.488,0.512,0.6369
13417,PETER QUILL,"I love you, too.",Avengers: Infinity War,2018,4,0.0,0.323,0.677,0.6369
13418,THANOS,I like you.,Avengers: Infinity War,2018,3,0.0,0.286,0.714,0.3612
13419,SECRETARY ROSS,Still no word from Vision?,Avengers: Infinity War,2018,5,0.306,0.417,0.278,-0.0516
13420,JAMES RHODES,Satellites lost him somewhere over Edinburgh.,Avengers: Infinity War,2018,6,0.315,0.685,0.0,-0.3182
13421,SECRETARY ROSS,On a stolen Quinjet with four of the world's most wanted criminals.,Avengers: Infinity War,2018,12,0.444,0.556,0.0,-0.8008
13422,JAMES RHODES,"You know they're only criminals because you've chosen to call them that, right, sir?",Avengers: Infinity War,2018,14,0.222,0.778,0.0,-0.5719
13423,SECRETARY ROSS,"My God, Rhodes, your talent for horseshit rivals my own.",Avengers: Infinity War,2018,10,0.0,0.62,0.38,0.5994
13424,JAMES RHODES,"If it weren't for those Accords, Vision would've been right here.",Avengers: Infinity War,2018,11,0.0,0.833,0.167,0.25
13425,SECRETARY ROSS,"I remember your signature on those papers, Colonel.",Avengers: Infinity War,2018,8,0.0,1.0,0.0,0.0
13426,JAMES RHODES,That's right. And I'm pretty sure I've paid for that.,Avengers: Infinity War,2018,10,0.0,0.593,0.407,0.6705
13427,SECRETARY ROSS,You have second thoughts?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13428,JAMES RHODES,Not anymore.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13429,STEVE ROGERS,Mr. Secretary.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13430,SECRETARY ROSS,You got some nerve. I'll give you that.,Avengers: Infinity War,2018,8,0.0,1.0,0.0,0.0
13431,NATASHA ROMANOFF,You could use some of that right now.,Avengers: Infinity War,2018,8,0.0,1.0,0.0,0.0
13432,SECRETARY ROSS,"The world's on fire. And you think, all is forgiven?",Avengers: Infinity War,2018,10,0.185,0.615,0.2,0.0516
13433,STEVE ROGERS,"I'm not looking for forgiveness. And I'm way past asking for permission. Earth just lost her best defender. So we're here to fight.  And if you wanna stand in our way... we'll fight you, too.",Avengers: Infinity War,2018,36,0.212,0.66,0.128,-0.4047
13434,SECRETARY ROSS,Arrest them.,Avengers: Infinity War,2018,2,0.706,0.294,0.0,-0.34
13435,JAMES RHODES,"All over it.  That's a court-martial. It's great to see you, Cap.",Avengers: Infinity War,2018,13,0.0,0.709,0.291,0.6249
13436,STEVE ROGERS,"You too, Rhodey.",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13437,JAMES RHODES,Well. You guys really look like crap. Must've been a rough couple of years.,Avengers: Infinity War,2018,14,0.161,0.564,0.275,0.2534
13438,SAM WILSON,"Yeah, well, the hotels weren't exactly five star.",Avengers: Infinity War,2018,8,0.0,0.583,0.417,0.5106
13439,BRUCE BANNER,"Uh, I think you look great.  Uh... heh... Yeah. I'm back.",Avengers: Infinity War,2018,12,0.0,0.559,0.441,0.743
13440,NATASHA ROMANOFF,"Hi, Bruce.",Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13441,BRUCE BANNER,Nat.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13442,SAM WILSON,This is awkward.,Avengers: Infinity War,2018,3,0.444,0.556,0.0,-0.1531
13443,JAMES RHODES,"So we gotta assume they're coming back, right?",Avengers: Infinity War,2018,8,0.0,1.0,0.0,0.0
